id;X1;X2;X3;Y
1;30.28;937.08;745.98;-1411.94
2;851.77;857.36;250.91;-5545.2
3;669.11;688.4;-350.24;-5949.61
4;-206.28;271.8;162.79;231.14
5;41.28;203.73;-35.4;-992.65
6;-408.58;-652.16;194.17;4410.02
7;-868.61;984.71;637.26;1427.4
8;-289.9;233.97;-764.61;-1928.18
9;275.78;-827.94;-823.92;-340.02
10;558.4;286.39;-477.84;-4443.61
11;194.25;-582.09;-154.97;951.46
12;-746.54;-973.78;769.31;8437.85
13;987.61;-689.01;-399.31;-2275.28
14;40.14;778.32;-237.57;-3636.42
15;919.01;90.86;-136.97;-4108.26
16;-357.22;-792.55;-14.74;4141.85
17;915.35;-796.43;195.22;51.46
18;363.4;510.98;580.19;-1564.47
19;763.13;-797.87;-400.61;-1057.67
20;-781.65;294.71;-670.47;-70.91
21;409.08;-381.89;-274.57;-902.59
22;44.32;-504.43;285.93;2462.44
23;535.29;-311.11;765.21;1297.39
24;-561.31;384.34;-367.61;-356.46
25;601.77;621.91;-865.1;-6906.48
26;837.48;-287.71;-426.13;-3249.85
27;-574.73;416.01;745.73;2706.76
28;291.52;506.58;285.18;-2112.1
29;-965.07;-983.86;115.34;7442.99
30;-36.18;-954.67;-489.76;2209.69
31;-328.89;318.01;139.81;451.9
32;-762.72;912.18;111.3;-178.86
33;-710.32;-410.63;-24.75;4033.55
34;-677.37;-618.02;238.25;5402.13
35;681.41;-208.76;-873.59;-4216.63
36;595.22;-546.19;-14.41;-263.33
37;-474.94;-758.04;389.62;5587.84
38;502.08;332.27;66.5;-2872.3
39;326.37;-275.6;-522.73;-1679.3
40;667.1;766.46;378.2;-4177.17
41;80.85;174.68;-136.49;-1317.35
42;7.58;300.13;425.57;77.22
43;742.71;-232.62;-78.57;-2122.94
44;44.43;749.24;777.91;-694.33
45;149.13;-736.62;-612.4;391
46;689.45;-20.73;-644.75;-4285.13
47;790.75;-76.84;-653.33;-4479.43
48;-857.19;-780.31;-719.38;3962.73
49;-11.86;732.39;-8.6;-2635.05
50;-786.76;853.06;-679.51;-2097.78
51;223.62;-763.3;663.94;3800.13
52;396.21;-550.54;396.75;1641.68
53;182.64;-804.66;979.3;4986.45
54;558.21;612.65;-691.94;-6225.36
55;-714.06;-181.51;926.19;5890.71
56;891.53;933.87;-977.03;-9419.34
57;65.28;-222.24;-891.6;-1945.21
58;72.19;389.89;93.89;-1418.77
59;-227.39;-897.67;-906.94;1535.95
60;-750.77;-64.79;-431.76;1787.94
61;581.07;520.97;214.18;-3431.54
62;892.5;268.24;74.66;-4057.82
63;287.37;-596.57;-825.16;-1222.62
64;-225.95;-620.69;-492.93;1691.29
65;20.23;-888.56;-725.81;1098.52
66;76.89;439.18;728.14;168.61
67;-968.85;976.2;-764.77;-2111.66
68;636.56;973.61;-483.89;-7236.16
69;689.11;471.34;-627.12;-6014.86
70;-803.01;654.46;-22.91;526.01
71;840.77;-32.21;429.66;-1782.28
72;-339.71;-464.62;-125.21;2580.09
73;322.77;309.9;-397.49;-3433.08
74;-21.26;-64.17;760.9;2445.29
75;331.31;771.33;207.5;-3435.86
76;-435.6;669.65;-122.66;-1165.2
77;-522.33;432.1;15.28;402.02
78;-859.74;592.22;-48.02;889.86
79;658.7;-275.33;767.11;717.83
80;712.82;-321.95;-225.13;-2101.44
81;778.95;-217.38;933.26;531.73
82;377.31;-239.43;723.1;1502.77
83;-700.8;704.01;-502.83;-1379.07
84;-493.53;434.55;-391.41;-856.49
85;-804.79;-263.41;626.53;5679.04
86;-254.26;-461.2;-98.59;2327.07
87;933.24;67.23;-435.08;-4913.45
88;-552.06;528.86;-521.72;-1348.25
89;-473.01;487.03;-529.03;-1508.1
90;943.11;711.52;314.78;-5174.66
91;-196.46;264.74;87.76;9.54
92;665.6;944.01;77.24;-5659.95
93;-458.03;-873.12;178.91;5349.3
94;395.25;-313.15;190.78;206.44
95;-499.27;142.42;937.29;3956.45
96;965.84;806.43;-386.76;-7574.36
97;478.31;-359.68;-600.42;-2154.18
98;-564.36;745.2;-392.61;-1722.22
99;111.49;523.94;562.14;-731.75
100;-726.59;-189.14;-525.42;1885.8
