id;X1;X2;X3;Y
1;-498.04;667.48;511.19;61.89
2;-694.01;-650.13;-177.74;2765.95
3;-355.11;926.98;-196.94;-3215.43
4;-652.49;-414.69;-690.71;324.76
5;114.13;-98.92;-931.12;-2684.96
6;-381.41;333.84;824.98;1981.07
7;278.63;926.03;-194.09;-4192.73
8;61.72;-276.87;86.72;1119.37
9;759.29;805.53;-769.4;-6290.68
10;599.86;122.27;-795.29;-3784.17
11;-513.4;210.15;539.72;1738.12
12;401.74;-210.34;202.14;714.34
13;735.62;-521.87;848.92;3238.36
14;-591.8;284.46;-323.13;-1034.25
15;748.87;549.67;846.62;-452.98
16;30.31;141.71;-888.84;-3248.6
17;-214.57;-723.52;713.83;4997.28
18;-5.22;369.76;849.74;1347.17
19;138.47;661.72;936.7;390.73
20;-641.69;963.32;-482.57;-3767.05
21;859.25;-591.4;-838.3;-1879.18
22;-80.82;974.35;-660.06;-5222.76
23;531.02;-889.67;-196.51;1616.9
24;823.85;267.86;-766.06;-4541.11
25;-913.1;-573.29;687.08;5491.25
26;-989.82;-149;-695.07;-71.06
27;173.8;577.97;286.64;-1367.29
28;-261.04;-141.48;-927.39;-1942.47
29;-853.81;-140.77;375.31;2965.71
30;-630.24;328.91;-414.56;-1406.69
31;178.3;875.35;23.88;-3194.79
32;527.82;712.49;-165.67;-3763.9
33;493.69;-168.7;813.19;2299.14
34;-907.53;971.63;129.87;-1505.91
35;-51.04;238.67;353.41;348.16
36;250.59;403.93;-107.27;-2096.45
37;-215.39;-456.81;851.17;4506.61
38;222.5;435.02;785.21;571.09
39;979.75;542.95;-429.87;-4696.27
40;-832.26;-777.2;-952.33;1046.28
41;-912.81;48.74;480.23;2729.41
42;615.79;375.44;290.59;-1352.17
43;24.27;229.72;-648.02;-2802.2
44;-839.38;-189.13;281.26;2821
45;-227.64;-230.07;-65.35;946.19
46;-175.24;-655.68;-356.87;1427.7
47;775.19;-971.69;246.26;2870.89
48;-909.72;702.81;145.03;-537.68
49;44.8;-691.04;-68.48;2087.93
50;485.21;-242.65;-100.68;-231.18
51;715.92;-845.8;-703.11;-372.67
52;782.91;-685.96;93.61;1413.93
53;77.47;-547.16;-867.97;-901.3
54;-851.29;373.56;-847.91;-2540.32
55;-650.14;46.07;751.24;3159.01
56;-881.16;-665.99;203.07;4278.22
57;-303.6;872.28;-161.31;-2999.1
58;-809.51;475.46;984.51;2652.95
59;394.6;627;700.16;-614.78
60;-586.04;915.78;53.54;-2050.22
61;603.51;510.52;-66.3;-2887.08
62;618.67;-766.94;-716.14;-530.05
63;-647.89;-803.75;806.14;6228.74
64;-735.84;773.74;-680.98;-3578.15
65;-869.4;-297.34;987.11;5397.12
66;-763.25;-27.37;242.25;2029.73
67;-480.81;774.55;361.32;-789.25
68;903.91;506.6;-178.58;-3686.54
69;-297.52;-205.14;628.76;3093.57
70;-968.88;-46.99;635.09;3619.22
71;-454.08;-511.91;-137.89;2040.75
72;-533.65;-129.43;525.52;2887.39
73;-917.97;970.41;232.05;-1172.64
74;-407.99;40.11;-820.56;-2008.27
75;566.99;2.6;-9.92;-920.18
76;550.58;-280.28;90.6;381.06
77;587.5;-345.53;969.14;3234.96
78;-994.78;610.28;971.25;2440.52
79;130.97;-747.2;-135.76;1939.56
80;582.7;110.77;-244.69;-2033.69
81;455.02;-383.24;-633.26;-1334.5
82;-248.09;946.42;-128.5;-3239.77
83;869.54;-964.68;-644.04;-24.17
84;-890.2;-672;413.96;4957.39
85;569.42;0.11;871.43;1782.54
86;-769.2;-303.81;-365.45;1124.62
87;-288.44;653.67;816.72;716.69
88;-717.32;-585.53;911.13;5913.4
89;844.59;-971.45;900.28;4761.79
90;-73.79;-107.91;926.09;3322.12
91;-659.74;790.31;-979.83;-4668.14
92;-993.27;708.03;-21.83;-935.32
93;-735.66;449.04;908.9;2396.72
94;580.53;943.7;-120.47;-4498.56
95;479.72;-731.36;840.34;4328.2
96;-724.24;-225.82;140.57;2335.68
97;979.07;591.68;-935.28;-6409.51
98;272.91;-69.27;-414.17;-1452.89
99;807.7;-423.85;979.1;3189.19
100;-193.72;466.04;723.44;924.97
