id;X1;X2;X3;Y
1;296.8;-722.93;-293.59;1358.89
2;-196.69;952.09;-984.55;-1948
3;442.68;208.76;-956.46;849.2
4;-653.56;646.96;901.81;-2193.48
5;-590.01;-732.2;-372.57;-1858.65
6;-108.17;176.51;-244.83;-653.34
7;-328.04;-478.21;-924.33;-1436.24
8;653.69;161.92;179.74;2351.04
9;-158.73;-944.55;321.45;263
10;-598.99;591.5;-599.89;-2908.12
11;654.1;-909.07;666.75;3365.22
12;-120.3;-434.67;-794.77;-639.72
13;6.54;-571.87;-891.22;-156.35
14;21.94;563.94;-226.67;-431.88
15;168.92;468.7;976.48;915.59
16;-308.88;850.08;-935.42;-2251.89
17;-536.71;163.2;-742.96;-2492.5
18;-678.67;-932.66;370.88;-1576.08
19;560.09;516.25;-457.98;1381.16
20;560.13;573.18;49.25;1662.53
21;675.15;-296.27;920.68;3196.76
22;71.43;-214.76;495.92;714.41
23;-549.85;522.71;698.98;-1868.59
24;14.7;408.45;881.36;342.72
25;749.67;-528.23;69.24;3081.02
26;-382.88;808.84;-672.07;-2324.75
27;-715.95;-934.6;-170.6;-2048.62
28;922.43;174.97;-343.21;2976.45
29;-379.72;294.13;-881.81;-2105.12
30;-166.38;808.18;-694.07;-1561.83
31;-555.04;-160.99;781.42;-1384.54
32;-183.76;-466.39;905.86;226.34
33;915.43;-440.62;-10.08;3566.4
34;558.36;81.6;349.84;2170.16
35;257.59;488.97;546.36;948.18
36;-339.67;-566.6;-29.06;-854.92
37;-6.78;442.37;631.93;87.41
38;473.7;-742.96;-358.89;1964.83
39;472.21;-887.01;-576.25;1917.4
40;-367.76;-923.57;616.31;-314.71
41;-733.89;904.98;436.57;-2945.19
42;-509.96;269.09;-91.79;-2056.28
43;-607.88;2.22;745.72;-1702.91
44;327.13;897.04;368.9;815.82
45;451.09;-327.09;-377.78;1596.87
46;370.13;-93.79;784.15;1885.43
47;548.73;834.05;387.26;1662.29
48;46.71;212.87;595.17;406.17
49;792.86;633.72;23.93;2439.62
50;-838.64;360.77;19.14;-3223.42
51;84.31;322.37;-790.55;-404.82
52;-19.5;-129.06;-91.99;-38.53
53;-776.49;-509.25;554.48;-2089.28
54;624.42;-253.89;628.89;2803.91
55;-597.03;-785.29;4.17;-1612.15
56;-957.58;-815.96;-301.89;-3075.94
57;831;459.65;-769.07;2192
58;540.12;-317.37;320.67;2349.94
59;714.66;-129.23;-322.02;2445.82
60;942.9;314.01;328.95;3380.21
61;-617.75;451.46;-164.38;-2609.6
62;-414.6;170.05;848.13;-1058.63
63;930.12;785.7;715.91;3267.16
64;27.74;-391.95;-349.8;141.94
65;225.84;-356.79;551.06;1395.63
66;-449.5;-558.67;-848.08;-1770.89
67;-153.31;-899.11;-387.01;-194.9
68;117.74;240.36;554.18;616.74
69;873.68;-80.21;190.92;3305.64
70;512.42;777.71;-768.94;841.48
71;-41.57;274.46;-397.36;-575.76
72;-238.5;-597.16;-627.44;-851.65
73;585.02;-625.84;560.61;2865.42
74;-546.38;703.45;564.32;-2060.8
75;576.66;-350.21;267.9;2469.31
76;826.9;83.12;960.26;3515.52
77;-304;281.27;-30.51;-1289.42
78;900.2;-749.65;-299.67;3533.81
79;-608.78;127.48;657.25;-1845.43
80;-509.04;-462.24;-33.91;-1534.7
81;-563.23;332.59;-1.39;-2231.33
82;-818.56;-778.04;-490.91;-2721.22
83;-361.31;539.44;346.12;-1426.48
84;779.26;636.43;562.76;2728.82
85;448.83;-41.81;314.04;1836.95
86;351.02;433.94;790.66;1473.59
87;667.23;-461.3;988.08;3320.2
88;-665.94;-800.21;361.27;-1624.02
89;331.48;-109.5;270.58;1434.12
90;-736.82;384.84;-336.02;-3098.38
91;975.18;-794.18;-966.4;3411.47
92;-366.59;-512.16;-938.86;-1561.44
93;-587;558.4;854.27;-1927.36
94;-182.85;530.79;-549.85;-1347.03
95;-919.59;-677.91;196.16;-2716.16
96;406.15;89.38;587.16;1769.77
97;-642.4;-728.65;213.37;-1680.31
98;814.69;841.43;-348.2;2146.55
99;529.09;584.09;676.75;1940.01
100;138.52;-879.71;693.08;1517.63
