id;X1;X2;X3;Y
1;698.64;-745.75;496.77;2605.76
2;336.05;-160.61;-593.51;3038.24
3;-367.12;-415.39;-428.09;-546.49
4;-269.56;-818.86;383.98;-1708.73
5;-707.42;480.03;487.6;-4729.53
6;619.99;551.54;507.23;1507
7;-641.54;-815.78;141.75;-2929.66
8;-713.57;-248.87;-741.5;-1575.13
9;309.06;-291.72;859.32;-316.38
10;-219.24;610.5;-765.84;369.58
11;988.52;22.55;212.58;4215.26
12;193.47;285.98;-279.2;1404.64
13;779;-699.24;423.55;3129.08
14;-394.89;809.16;-438.1;-1317.41
15;-458.93;-558.77;-773.92;-121.36
16;-593.41;241.8;392.68;-3841.72
17;564.72;-494.97;146.82;2627.52
18;983.85;-751.3;594.38;3744.26
19;-808.15;168.14;270.55;-4547.39
20;-449.57;634.44;-50.28;-2363.89
21;400.45;882.18;140.15;1117.15
22;794.02;-849.44;640.52;2788.8
23;887.83;994.42;-352.75;4495.77
24;-290.82;-827.41;325.89;-1672.39
25;-269.52;923.05;-566.9;-490.08
26;65.09;-682.87;954.85;-1483.88
27;-669.15;-94.13;715.65;-4754.42
28;-86.41;-386.97;950.11;-2354.2
29;991.87;929.9;300.35;3542.33
30;225.32;-220.67;-176.65;1597.07
31;-707.88;168.35;-944.35;-1311.93
32;-88.89;49.21;264.06;-1044.73
33;473.51;-226.93;-946.29;4529.32
34;-686.73;471.6;192.57;-3955.94
35;-359.55;778.28;469.14;-3191.73
36;635.53;3.9;-57.59;3158.31
37;-243.21;-385.29;200.56;-1400.86
38;-486.19;435.65;961.81;-4728.29
39;457.19;-23.57;-819.15;4052.55
40;367.75;334.93;-90.68;1780.24
41;711.57;-839.48;289.49;3187.1
42;-158.13;94.57;628.51;-2225.83
43;13.39;-37.63;-984.33;2322.79
44;-613.6;-825.8;721.88;-4108.6
45;-238.56;513.39;-246.89;-847.86
46;-24.37;219.7;-249.8;337.37
47;373.28;-909.22;-944.31;4416.17
48;-822.01;-111.42;-139.76;-3530.37
49;630.69;802.28;16.11;2537.07
50;-954.78;-17.59;284.28;-5175.65
51;-768.78;-246.23;-521.17;-2339.29
52;-670.19;-38.87;51.41;-3280.86
53;-905.77;169.58;597.17;-5754.17
54;-901.63;339.03;-15.97;-4433.81
55;316.72;-475.96;-130.58;2065.87
56;-237.67;-960.27;550;-1856.1
57;-897.57;607.71;-646.27;-3129.09
58;908.32;-181.78;-284.02;5071.07
59;215.21;-540.27;267.47;713.98
60;-194.69;-717.8;890.04;-2554.92
61;288.99;200.87;-371.95;2115.8
62;35.95;-56.39;415.21;-736.79
63;703.66;-372.01;-376.07;4407.44
64;242.49;764.29;-159.86;1109.29
65;-73.27;751.61;90.91;-956.91
66;515.92;919.62;-906.12;4021.59
67;616.83;-963.36;750.83;1757.03
68;-802.75;-731.49;891.7;-5446.44
69;-494.84;338.99;365.1;-3362.65
70;639.73;-477.45;384.72;2433.86
71;-436.38;-164.8;75.42;-2154.29
72;879.07;463.84;451.59;2914.02
73;584.97;-827.37;556.2;1973.88
74;927.88;-792.3;-515.73;6019
75;-612.5;-947.97;735.82;-4069.43
76;274.04;-251.38;-980.63;3670.87
77;-385.07;679.7;-64.98;-2047.56
78;681.85;362.87;214.46;2566.8
79;-702.39;-317.17;-372.88;-2321.1
80;856.51;388.44;-116.78;4136.89
81;-977.61;727.98;801.33;-6861.13
82;-888.31;500.09;811.43;-6335.47
83;42.76;299.69;-816.08;1898.14
84;-611.14;-103.2;-633.49;-1409.82
85;948.41;440.91;437.82;3285.82
86;904.09;148.69;866.23;2261.09
87;26.22;376.96;628.91;-1501.47
88;453.65;872.15;491.28;577.27
89;-915.28;-245.49;-32.94;-4145.11
90;774.37;46.76;-131.9;3964.8
91;-325.57;-613.35;162.58;-1583.33
92;-26.4;-172.43;755.1;-1740.39
93;-6.57;807.63;-500.91;674.04
94;-343.63;-407.99;-484.92;-310.3
95;-986.66;-712.62;690.75;-5874.98
96;-781.63;-530.68;-766.98;-1688.02
97;-680.19;478.05;-887.78;-1476.32
98;82.13;732.3;350.94;-797.96
99;455.87;875.29;32.04;1628.86
100;-957.24;211.57;403.34;-5581.88
