id;X1;X2;X3;Y
1;9.05;-868.1;-530.63;-982.12
2;-319.49;-129.02;876.91;-990.32
3;504.54;-94.88;221.37;-2801.51
4;-220.59;-385.75;246.09;-604.18
5;309.21;733.39;204.9;81.32
6;-808.95;376.43;-21.01;4294.83
7;-173.45;-902.38;582.56;-2832.47
8;52.7;-531.4;-345.99;-746.07
9;381.16;-892.78;-773.42;-2018.69
10;-530.75;380.5;711.6;1508.61
11;-321.64;-56.75;489.1;73.91
12;840.7;877.05;-372.97;-437.32
13;211.47;-84.75;234.06;-1603.66
14;500.11;798.78;643.81;-1532.45
15;281.71;-19.64;146.99;-1534.88
16;164.47;-390.17;-196.59;-1192.47
17;-966.3;2.01;-726.28;5610.31
18;332.18;-653.63;175.76;-3372.73
19;-98.12;-291.13;157.41;-671.59
20;556.06;-661.13;555.65;-5167.55
21;707.84;-807.24;-534.05;-3687.31
22;349.35;31.38;-140.64;-1035.94
23;-556.72;797.75;965.83;2070.51
24;-469.59;-272.98;116.58;989.11
25;-56.14;-829.53;-927.18;277.57
26;-727.96;-264.55;-457.03;3364.95
27;-623.58;863.52;-716.86;6310.71
28;-497.41;412.43;-187.92;3483.7
29;942.21;51.46;126.76;-4022.16
30;-801.6;-98.72;-90.97;3248.89
31;331.08;-722.12;200.36;-3591.55
32;324.49;-538.97;-591.92;-1323.91
33;156.74;49.27;787.53;-2300.44
34;-141.53;858.64;1.84;2697.39
35;997.33;34.88;-377.39;-3148.7
36;-434.9;608.57;-967.86;5474.46
37;652.42;-174.75;261.96;-3696.21
38;-950.75;770.71;342.21;5028.32
39;-664.12;329.43;-608.93;4913.79
40;425.45;-507;-368.67;-2162.51
41;-543.17;-131.34;30.48;1834.45
42;394.38;-717.24;-656.93;-1903.33
43;-643.11;527.28;853.25;2012.04
44;736.31;-174.61;961.42;-5621.97
45;466.5;98.24;-47.1;-1562.96
46;121.34;-592.92;-157.11;-1606.1
47;-178.07;188.76;-611.15;2577.87
48;836.94;-83.2;608.6;-5012.19
49;-985.33;929.67;-829.28;8210.78
50;-386.94;-218.96;97.01;827.67
51;-366.47;486.51;6.12;2692.02
52;288.9;664.33;867.51;-1503.57
53;236.08;-357.82;271.5;-2464.23
54;146.61;417.22;239.3;-110.72
55;3.94;433.39;-235.62;1587.48
56;760.56;890.81;547.34;-2153.69
57;534.08;-564.69;415.27;-4522.8
58;385.58;88.68;-246.1;-804.85
59;496.58;-312.05;-891.33;-791.69
60;-1.83;532.17;138.29;1010.53
61;691.79;627.72;-327.85;-544.33
62;582.61;-196.56;-28.43;-2809
63;-83.88;409.09;728.79;-291.48
64;731.5;-327.08;-654.88;-2326.46
65;-487.53;-775.67;300.49;-594.64
66;193.85;-415.93;681.53;-3361.14
67;-815.85;-301.72;951.64;449.93
68;627.94;-311.52;133.53;-3644.73
69;-359.99;-964.08;-807.02;918.66
70;156.09;-465.78;196.31;-2233.08
71;-569.27;-445.72;620.1;-167.34
72;889.18;266.68;271.59;-3600.4
73;-27.29;-717.62;472.8;-2728.31
74;-0.39;816.32;518.16;847.69
75;445.85;-153.05;-406.55;-1285.99
76;-238.57;-813.09;979.78;-3243.87
77;-872.33;-750.53;-681.55;3263.94
78;465.71;-984.97;263.53;-4936.96
79;-570.99;-19;681.68;754.45
80;869.56;-216.05;21.65;-4146
81;-269.09;87.53;-172.76;1710.71
82;-42.14;66.03;-348.36;1123.68
83;137.64;-94.81;-354.78;4.27
84;-870.79;-218.6;800.07;1223.26
85;407.18;426.42;264.75;-1213.16
86;360.47;-405.24;489.02;-3583.32
87;-962.8;748.16;-282.43;6435.15
88;-327.9;607.47;-802.47;4659.26
89;-769.45;234.42;384.22;2865.48
90;-196.43;-258.36;-50.78;283.27
91;389.57;-894.7;95.07;-4020.64
92;16.53;-238.6;-703.39;933.2
93;-150.73;157.27;592.73;-332.78
94;639.29;-394.11;-61.8;-3453.43
95;-255.9;203.93;-112.41;1807.15
96;458.03;927.87;404.54;-498.79
97;388.97;-953.26;926.23;-6041.52
98;367.42;-218.79;881.63;-4038.1
99;-331.64;-914.39;377.75;-1752.03
100;184.21;250.45;-471.26;929.12
