id;X1;X2;X3;Y
1;-845.28;-141.04;348.35;4905.94
2;548.43;-98.35;955.06;-1572.97
3;-126.67;867.4;521.78;-1246.82
4;-190.82;714.79;-258.45;-1239.03
5;-782.89;539.72;-154.03;2277.71
6;-837.73;-601.07;-112.83;5691.08
7;-610.04;-896.06;-624.84;4885.44
8;894.04;-901.14;-771.47;-2711.62
9;-815.09;319.23;178.79;3346.26
10;661.19;7.54;-934.23;-4178.13
11;-259.18;829.4;-350.65;-1296.73
12;-711.08;-642.55;404.45;5655.73
13;863.57;-285.28;-417.43;-3907.14
14;933.95;-18.03;712.74;-3933.02
15;-362.24;-356.11;-757.92;2061.65
16;673.71;322.41;-9.81;-4237.29
17;-561.72;-853.14;845.69;5896.94
18;322.52;659.63;814.93;-2641.75
19;634.52;-399.4;-54.26;-2120.75
20;-729.65;445.26;478.25;2857.07
21;621.86;912.6;-903.39;-6416.32
22;-473.83;-388.83;-833.07;2635.28
23;-173.5;-163.27;-555.15;786.74
24;111.12;177.35;-187.76;-1211.71
25;267.01;843.62;255.95;-3386.35
26;-562.11;-66.33;363.29;3308.54
27;494.29;76.44;395.35;-2299.2
28;-177.91;172.64;844.88;1197
29;637.52;-410.71;-802.89;-2801.13
30;186.73;314.6;5.85;-1780.73
31;85.68;-853.25;-840.86;1110.56
32;-104.34;125.55;782.79;902.3
33;874.07;-909.45;-128.24;-1992.31
34;289.99;-696.57;34.94;482.99
35;174.23;631.82;295.33;-2311.8
36;-774.17;-95.71;228.49;4318.03
37;-991.55;47.46;-524.22;4309.11
38;256.61;-760.45;215.79;991.06
39;476.59;-931.95;508.59;635.99
40;784.25;-459.27;901.37;-1812.41
41;-233.63;-99.04;154.33;1571.73
42;195.04;-544.95;242.95;736.14
43;417.41;148.49;5.07;-2476.36
44;-834.99;-427.76;509.24;5784.61
45;366.97;-306.01;-382.37;-1349.43
46;-364.81;-743.95;379.82;4186.71
47;-241.14;-720.48;-447.77;2738.91
48;469.74;839.91;710.71;-3960.4
49;534.48;362.18;-844.71;-4429.43
50;525.09;947.4;-560.55;-5710.44
51;-697.17;673.76;-529.26;1137.06
52;-120.49;943.93;581.56;-1431.2
53;79.39;-847.54;402.29;2281.95
54;223.05;-958.15;-582.63;953.06
55;-843.14;-397.95;491.3;5726.98
56;-192.39;63.32;304.14;1064.07
57;317.97;-101.44;-997.87;-2235.66
58;-569.75;22.31;149.01;2906.83
59;-841.26;-832.94;-289.46;6173.72
60;-970.06;216.81;-303.04;3946.85
61;41.26;-720.24;-333.38;1441.38
62;99.17;561.41;-57.23;-2075.53
63;-528.57;-741.78;927.22;5503.62
64;-58.65;755.03;-415.21;-2151.12
65;695.08;764.7;-676.52;-6166.08
66;333.61;993.77;-351.95;-4690.78
67;-969.43;-103.62;725.92;5771.38
68;-299.04;-731.13;-440.46;3062.23
69;-279.42;507.32;712.34;668.39
70;932.39;389.3;484.79;-5245.25
71;297.58;301.11;608.42;-1733.61
72;518.36;-941.25;-390.32;-381.82
73;529.78;-682.63;-608.18;-1344.72
74;-557.09;827.02;672.04;1141.7
75;-767.46;626.08;-25.02;2085.16
76;-976.25;-3.37;-125.6;4741.57
77;12.55;-962.21;-545.96;2044.95
78;-507.16;-364.02;307.23;3793.34
79;-738.12;814.26;-822;686.02
80;-669.42;-614.43;-373.89;4648.71
81;-252.82;168.04;-688.54;156.91
82;-570.63;-834.37;315.84;5396.37
83;409;-522.1;-950.43;-1498.11
84;-618.19;878.66;-306.81;394.54
85;662.71;921.62;-635.65;-6394.92
86;481.99;886.65;424.68;-4415.05
87;-437.28;-882.36;207.29;4763.55
88;-190.23;-649.07;527.16;3198.36
89;370.42;-103.39;882.92;-740.93
90;-821.08;-706.01;-443.57;5585.7
91;-77.24;-160.71;-474.89;377.17
92;-899.37;506.07;-437.65;2683.71
93;-823.45;-360.8;-434.85;4666.73
94;-603.7;-354.17;865.41;4765.36
95;-496.01;-798.1;-585.79;4087.49
96;-407.76;352.83;7.88;1071.26
97;-389;-136.6;509.89;2776.36
98;901.98;-46.96;677.03;-3728.32
99;749.8;-340.24;605.79;-2239.75
100;173.75;-761.32;105.28;1302.14
