id;X1;X2;X3;Y
1;130.09;193.85;-864.81;-975.39
2;-187.43;-12.84;744.28;348.06
3;850.12;177.71;437.68;-2948.62
4;-0.78;626.07;72.43;-2751.08
5;603.54;-440.88;253.18;396.59
6;762.94;-399.74;346.94;-192.29
7;-168.72;511.38;-32.93;-1817.29
8;-723.19;-121.43;68.36;2279.26
9;-249.27;889.44;841.56;-3465.51
10;590.2;-113.64;-592.11;-814.49
11;694.95;-534.49;-937.16;844.94
12;381.27;310.39;502.94;-2399.12
13;-84.5;-529.75;407.77;2429.75
14;881.45;-885.76;-560.65;1840.89
15;-381.11;-944.52;225.91;5005.75
16;-621.72;261.84;68.55;356.5
17;898.29;-707.26;-209.17;943.27
18;931.63;-706.86;171.69;775.89
19;-509.95;551.67;149.15;-1201.49
20;-670.47;-7.11;662.2;1519.55
21;743.66;867.9;0.89;-5609.32
22;-767.13;572.52;-567.54;-506.72
23;-739.83;329.4;892.83;167.41
24;-526.71;490.68;-246.52;-806.14
25;-440.34;-214.92;795.68;1837.22
26;507.59;-189.49;958.06;-622.32
27;-336.05;73.35;521.18;383.45
28;-803.8;-275.26;430.22;3068.69
29;604.29;-605.9;-445.2;1269.48
30;-288.59;222.29;65.97;-282.72
31;-308.61;-57.08;908.34;801.8
32;651.33;126.33;-901.71;-1944.7
33;701.11;-514.93;630.7;399.27
34;74.97;87.21;763.78;-734.29
35;-939.03;-251.49;-278.99;3450.12
36;-470.26;348.57;-310.62;-308.52
37;800.07;-348.07;-780.97;-261.02
38;-971.89;-509.82;452.1;4498.51
39;838.96;-901.93;-108.98;1917.05
40;-850.18;274.1;205.35;829.63
41;702.08;535.23;-239.72;-3999.86
42;977.83;460.61;135.46;-4429.81
43;-863.44;-869.81;-258.64;5963.45
44;-873.28;901.08;460.62;-1909.96
45;-377.69;-783.11;-467.07;4444.51
46;116.57;-239.47;847.89;574.1
47;468.19;-233.88;-337.65;-48.04
48;516.1;-467.18;-545.97;901.19
49;-985.63;648.98;646.8;-575.45
50;-494.38;256.23;514.98;-28.7
51;808.51;-337.02;-346.17;-424.79
52;-942.42;862.19;908.04;-1669.25
53;-379.54;-528.16;156.49;3198.53
54;63.03;782.86;660.71;-3721.29
55;257.54;-37.64;-656.13;-320.75
56;-500.21;-660.8;820.41;3926.39
57;-406.36;-390.44;196;2653.15
58;-146.14;326.81;-232.29;-1021.17
59;-305.01;48.89;-823.3;710.21
60;731.3;-279.27;-402.94;-476.24
61;-406.26;110.28;447.28;409.26
62;853.37;553.65;-582.23;-4374.46
63;-152.53;217.25;-386.41;-493.61
64;110;-406.43;-145.53;1539.03
65;-876.15;820.35;738.7;-1610.75
66;-64.99;-870.4;-42.23;3970.32
67;699.89;-420.46;255.65;72.38
68;-438.4;477.41;-595.71;-885.54
69;-245.47;618.61;87.83;-2125.18
70;-640.4;733.03;305.33;-1709.93
71;-524.26;152.5;-160.98;646.85
72;-172.78;-802.55;483.16;3821.34
73;37.26;781.79;307.52;-3576.31
74;146.12;763.3;487.2;-3800.64
75;-793.3;559.64;168.64;-548.05
76;-396.44;-520.61;79.72;3223.17
77;858.05;-434.22;62.22;-211.6
78;83.63;112.08;-250.29;-641.51
79;-582.25;-790.55;-522.23;4988.63
80;171.18;222.99;288.46;-1457.25
81;-700.3;-670.67;-894.05;4834.53
82;201.32;204.57;20.44;-1391.22
83;241.71;102.35;650.7;-1181.37
84;853.47;-506.56;489.03;22.26
85;663.88;-44.46;388.37;-1512.54
86;-527.42;-829.58;472.44;4807.56
87;-645.98;802.51;289.73;-1994.77
88;861.85;940.86;864.84;-6406.34
89;264.02;134.53;101.6;-1255.79
90;653.79;198.33;686.37;-2613.59
91;-721.5;-831.46;-760.48;5560.12
92;141.86;-625.65;991.64;2167.89
93;-455.56;-587.84;-49.31;3689.4
94;70.83;751.52;-190.99;-3416.82
95;-356.62;-19.22;-429.11;1047.73
96;182.23;498.67;67.88;-2640.13
97;-246.1;-657.86;196.08;3430.27
98;180.04;-565.58;-255.21;2087.82
99;-824;-165.04;-158.01;2765.01
100;997.42;539.66;791.08;-4967.06
