id;X1;X2;X3;Y
1;940.9;-934.89;431.94;-1774.46
2;566.82;-971.45;-354.75;-3016.37
3;-171.63;-564.46;378.65;-2637.06
4;-597.32;841.4;-443.16;2110.81
5;-633.26;710.16;-858.29;1332.14
6;-813.73;-535.66;-990.47;-4388.06
7;678.07;534.15;124.48;3775.23
8;-627.84;-471.93;-245.94;-3453.56
9;990.16;-283.49;370.27;1072.37
10;446.67;250.98;-509.47;1850.41
11;-792.75;697.51;-195.62;1163.42
12;-258.73;986.96;578.95;3821.71
13;192.61;760.46;880.02;3946.53
14;-41.34;812.14;29.07;3360.14
15;-406.18;806.22;642.09;2757.29
16;-541.22;956.32;-306.91;2769.27
17;-836.09;-684.93;-812.64;-5007.74
18;130.69;-961.03;-779.84;-4068.46
19;574.39;-768.6;774.64;-1745.43
20;-826.96;545.45;926.62;838.09
21;445.59;811.83;626.12;4623.81
22;907.66;589.03;-127.63;4417.34
23;610.2;899.76;-639.35;4911.87
24;-604.73;271.87;-617.12;-379.26
25;112.99;996.76;-384.77;4332.34
26;607;353.79;524.44;2997.16
27;445.1;703.39;997.54;4293.51
28;355.12;594.16;175.61;3346.55
29;354.06;-357.09;326.08;-636
30;-561.53;-569.68;-270.19;-3733.12
31;-265.08;206.86;-664.88;65.49
32;136.56;870.81;29.58;3994.69
33;793.43;-67.46;290.85;1533.07
34;-105.62;-760.76;-570.89;-3659.26
35;-407.41;-751.58;-597.92;-4283.94
36;393.33;752.55;-374.11;3909.12
37;-368.59;-875.19;887.16;-4204.01
38;216.95;530.39;-957.66;2380.33
39;-997.34;406.11;-152.37;-499.49
40;-688.6;-388.68;-818.27;-3433.46
41;609.08;-388.02;-931.02;-653.94
42;-682.18;898.94;-913.82;2006.98
43;119.61;470.47;345.48;2370.6
44;551.63;-787.61;-443.63;-2302.51
45;144.76;683.72;-586.96;3003.23
46;224.64;-977.1;742.33;-3400.23
47;741.2;-902.41;524.52;-2037.75
48;880.26;733.89;-468.82;4853.55
49;-784.54;507.77;417.17;592.04
50;202.81;92.68;845.94;1124.61
51;-370.52;216.3;738.09;366.85
52;-876.72;830.19;682.2;1852.33
53;682.34;786.16;218.49;4886.22
54;870.82;229.2;-370.54;2728.82
55;-629.33;897.81;-0.33;2437.34
56;-792.09;131.79;-162.43;-1221.33
57;295.6;-953.77;422.66;-3258.29
58;-607.54;-939.29;-121.68;-5347.41
59;21.63;245.76;-436.18;933.3
60;499.33;-423.06;-684.82;-954.47
61;28.02;195.05;-325.03;769.16
62;961.84;55.87;488.06;2491.01
63;-544.65;757.13;947.46;2356.28
64;519.96;-857.47;-234.29;-2593.3
65;644.28;-395.54;564.73;-84.65
66;-701.41;-59.92;-721.83;-2033.23
67;-625.08;366.72;-441.06;39.92
68;37.01;-998.77;393.28;-4020.63
69;-673.65;814.66;718.58;2239.8
70;482.26;83.77;-816.44;1112.06
71;-132.48;-420.22;-447.48;-2228.91
72;-54.99;472.26;791.43;2156.33
73;-961.25;-308.92;43.06;-3383.01
74;487.05;-534.6;-244.91;-1299.72
75;-356.65;71.94;721.19;-220.68
76;-569;642.41;821.44;1772.2
77;-750.6;685.88;-267.51;1181.09
78;244.12;197.97;-28.33;1354.48
79;446.16;-973.01;862.02;-2858.78
80;-566.34;-499.96;464.62;-3190.54
81;93.24;529.44;-281.89;2344.84
82;826.26;-13.1;388.49;1869.03
83;95.38;-651.45;-743.12;-2818.78
84;597.5;-780.58;850.89;-1719.82
85;-643.58;-784.62;464.8;-4564.89
86;-605.15;263.9;-472.07;-362.89
87;152.03;928.72;-858.89;3963.61
88;49.58;957.03;-315.42;4050.83
89;709.59;639.47;-868.39;3943.67
90;198.87;348.42;816.46;2190.51
91;950.58;-325.04;-499.38;505.9
92;-566.41;599.07;843.92;1601.69
93;-967.71;180.75;-580.72;-1540.34
94;-541.32;-902.56;-14.22;-5010.67
95;509.12;643.99;134.55;3878.8
96;-492.8;479.83;-386.29;825.8
97;-978.82;154.48;397.99;-1334.64
98;-469.86;407.24;-811.86;418.1
99;-478.18;-796.28;-925.96;-4741.79
100;-475.12;-862.88;197.36;-4624.56
