id;X1;X2;X3;Y
1;-622.88;-950.5;230.69;-4367.26
2;338.82;858.58;-930.95;1971.77
3;-994.8;904.36;-484.91;-2117.49
4;-509.99;106.62;484.83;-827.56
5;-608.67;472.24;353.64;-462.09
6;-129.26;621.64;587.42;2065.8
7;-5.89;-254.19;513.6;151.44
8;498.89;151.26;-676.13;1152.92
9;-78.98;-210.74;-93.84;-977.82
10;-119.52;870.39;930.25;3289.39
11;757.04;472.87;690.78;5118.18
12;713.05;377.41;793.05;4874.38
13;-726.97;-212.81;-605.34;-4192.75
14;43.65;903.38;337.1;3026.53
15;726.17;173.55;-800.17;1849.45
16;727.82;391.26;-290.97;3230.57
17;-900.15;493.86;838.65;-705.7
18;-312.51;853.6;556.98;1937.02
19;303.58;616.15;-192.53;2399.84
20;124.3;-735.7;369.49;-836.4
21;-714.08;714.33;-736.04;-1972.47
22;-117.67;777.77;-728.81;402.67
23;214.23;443.3;-7.47;1923.12
24;-960.48;-73.28;-987.61;-5307.94
25;-467.15;-112.15;-515.22;-2831.11
26;600.71;361.68;181.81;3441.22
27;-480.52;-12.37;-270.05;-2231.73
28;680.26;266.32;-857.01;1828.68
29;-192.54;22.46;-437.34;-1347.7
30;513.56;703.26;929.58;5194.82
31;213.16;649.57;-270.36;2027.59
32;-791.59;-447.4;472.34;-3308.67
33;-124.58;-384.02;807.63;-150.65
34;326.12;-13.99;144.12;1403.13
35;608.66;355.9;-930.37;1675.91
36;758.52;813.63;909.8;6350.25
37;-747.66;895.94;-127.37;-655.67
38;582.9;667.72;-468.01;3123.71
39;910.67;487.62;464.5;5361.59
40;-501.33;953.11;-843.08;-743.74
41;696.67;-277.17;-64.53;1759.98
42;-151.9;-594.48;-452.94;-2809.32
43;844.19;-657.89;924.49;2907.81
44;556.1;-378.93;593.24;2032.2
45;-618.62;152.66;-539.74;-2749.38
46;534.33;766.3;-799.83;2665.71
47;-158.35;-871.97;-206.65;-3150.84
48;568.52;-697.6;320.9;823.9
49;-598.2;715.83;-302.16;-847.2
50;539.64;-285.97;860.42;2638.14
51;270.8;914.67;893.72;4785.36
52;50.88;692.86;-771.46;739.12
53;535.17;517.59;-525.82;2468.14
54;-385.35;-379.16;322.59;-1875.77
55;-779.14;498.41;984.49;-14.26
56;847.03;503.79;-818.77;3114.66
57;-861.56;-125.04;41.96;-3428.42
58;124.96;345.29;240.56;1737.37
59;-967.53;-339.44;-260.67;-4854.73
60;-328.96;-897.51;760.5;-2299.57
61;356;-170.09;-349.67;322.45
62;-227.19;283.79;-672.37;-1179.87
63;-191.83;593.01;-454.48;93.04
64;-875.64;433.45;131.84;-1901.95
65;55.25;75.17;954.01;1928.65
66;-317.23;280.94;14.65;-420.8
67;-250.33;210.4;-255.13;-785.25
68;645.19;-275.15;-980.01;110.15
69;252.57;416.34;582.15;2937.63
70;-968.24;-462.75;61.66;-4658.44
71;-896.24;246.86;70.34;-2555.91
72;-405.09;-563.71;66.69;-2831.5
73;-234.41;17.18;-638.39;-1837.4
74;498.66;312.27;454.89;3375.61
75;-753.77;-517.11;388.98;-3483.41
76;962.96;-719.74;-48.19;1631.41
77;343.2;731.92;316.36;3659.14
78;-495.06;-118.62;-479.99;-2895.46
79;624.99;49.79;-849.31;1079.93
80;-572.86;-367.46;-529.12;-3900.52
81;603.79;-335.4;-818.54;60.39
82;-172.99;-100.77;-611.41;-1871.49
83;-188.64;188.81;-649.9;-1246.42
84;-820.13;911.98;-668.96;-1748.55
85;-297.63;349.28;685.87;901.4
86;-287.62;722.05;-642.05;-228.15
87;372.37;-864.18;263.68;-420.6
88;205.83;-621.31;659.12;221.73
89;-558.8;978.2;-352.19;-106.57
90;261.21;705.93;-98.67;2624.52
91;948.76;-710.42;-389.38;1057.07
92;-936.35;164.83;-586.15;-3964.81
93;694.04;410.68;-412.7;2961.3
94;-476.06;30.01;41.65;-1607.72
95;208.5;858.58;-349.51;2422
96;-113.08;41.62;-911.96;-1765.35
97;169.04;358.67;-895.48;117.43
98;-970.62;75.07;-791.22;-4650.51
99;-263.89;106.27;201.97;-372.65
100;-951.06;-27.18;-874.08;-4972.97
