id;X1;X2;X3;Y
1;593.78;-978.21;-377.09;1814.9
2;-408.81;898.68;-338.25;-1841.99
3;-498.13;-812.02;852.17;1587.89
4;521.75;876.67;583.9;-1273.86
5;-375.72;821.11;176.16;-1537.72
6;732.11;739.86;-53.17;-1160.19
7;-243.23;-506.62;545.57;1012.73
8;650.81;-496.45;-650.73;875.22
9;-521.46;-837.99;293.33;1460.96
10;-49.71;-598.55;327.63;1165.93
11;671.19;237.17;212.79;-186.52
12;-46.69;-871.39;-539.63;1399.68
13;462.88;-3.23;973.68;419.78
14;-248.88;-570.77;171.9;1014.78
15;-617.06;748.1;135.89;-1482.89
16;-750.81;733.13;697.87;-1323.03
17;43.61;-575;57.13;1066.53
18;650.06;402;473.9;-412.3
19;-996.27;925.02;-334.83;-2046.49
20;-908.93;-570.22;832.12;1032.34
21;-168.77;189.36;-260.73;-468.98
22;918.61;-726.27;309.65;1652.03
23;-799.98;890.15;556.92;-1663.41
24;517.81;-792.9;74.03;1595.28
25;-742.72;-978.51;40.69;1579.87
26;-394.54;-703.94;-782.58;930.62
27;461.48;-833.17;205.35;1691.89
28;-790;-361.94;625.75;626.87
29;-437.8;-140.05;389.15;249.39
30;809.72;-921.28;-530.39;1724.16
31;652.35;560.82;-378.51;-955.34
32;-366.54;846.22;953.33;-1347.93
33;-330.14;730.38;-800.72;-1654.84
34;-99.16;-555.06;-497.55;824.52
35;-892.31;-111.12;-738.45;-264.86
36;283.24;301.75;190.46;-414.36
37;-242.21;254.69;308.09;-436.4
38;-794.73;-167.04;-738.51;-137.5
39;-312.9;-65.27;698.86;240.46
40;-129.35;-395.98;-733.7;458.35
41;-468.29;-311.63;-981.64;141.28
42;896.56;-823.45;-827.94;1482.1
43;-948.37;-454.25;-726.98;344.87
44;735.56;993.94;399.89;-1482.42
45;-767.17;-511.3;-472.29;573.55
46;-83.32;748.98;168.1;-1330.37
47;591.3;-515.37;217.19;1154.99
48;-647.39;895.32;-729.66;-2016.68
49;-3.63;235.12;458.02;-292.03
50;-957.95;-595.99;143.83;860.36
51;403.93;812.33;656.5;-1167.63
52;986.76;746.98;-335.33;-1188.92
53;860.83;998.43;822.2;-1331.11
54;-376.4;-602.07;881.57;1250.1
55;132.66;183.39;-406.48;-421.44
56;-105.63;-700.52;-460.62;1098.28
57;897.76;-748.72;643.83;1787.75
58;444.51;-349.17;-279.87;665.53
59;-919.24;749.04;-476.22;-1749.57
60;-516.84;880.15;-431.66;-1865.37
61;48.03;-0.98;-793.26;-224.99
62;693.63;-105.04;648.28;568.66
63;491.54;-329.94;121.66;763.49
64;-539.93;286.84;409.69;-545.22
65;-431.61;-876.17;-13.95;1463
66;872.94;-507.28;884.55;1415.69
67;187.05;-365.91;-974.92;417.12
68;380.49;-110.03;366.65;409.34
69;980.39;248.82;-30.61;-197.64
70;309.63;-245.79;325.84;624.43
71;572.84;714.86;783.11;-907.63
72;472.25;-593.78;-222.67;1132.46
73;-587.89;-94.98;-532.81;-149.81
74;169.59;-627.26;833.69;1427.88
75;-929.65;-206;21.71;125.36
76;-587.33;813.51;515.54;-1478.81
77;92.26;-811.24;762.59;1719.54
78;-655.16;-71.31;975.31;241.15
79;-905.63;-943.03;194.74;1516.61
80;535.77;-272.92;585.67;811.49
81;-251.48;468.62;549.3;-753.99
82;390.09;-909.59;-30.38;1740.45
83;728.24;-895.83;449.59;1949.9
84;-864.95;580.86;990.88;-989.89
85;-579.28;673.01;238.9;-1306.76
86;814.39;727.05;258.21;-1021.27
87;96.37;354.86;-922.38;-895.32
88;-24.55;-846.22;766.96;1751.81
89;-181.44;470.34;140.98;-860.93
90;840.02;876.96;-927.43;-1641.22
91;212.13;883.57;-911.17;-1818.73
92;781.66;237.08;-969.81;-512.72
93;697.38;-174.77;971.95;793.14
94;835.72;-325.82;-383.06;698.51
95;312.26;595.42;914.66;-721.07
96;-228.42;-616.58;-343.31;948.91
97;515.1;635.03;-130.14;-1051.73
98;734.33;-308.27;694.57;960.69
99;-846.65;-625.53;761.28;1128.86
100;335.35;538.84;-347.67;-990.57
