id;X1;X2;X3;Y
1;-572.35;-848.37;-144.72;2195.58
2;49.11;-655.38;384.6;1020.53
3;742.48;-954.95;-187.86;-4212.36
4;109.25;-786.36;-912.37;-3617.53
5;807.77;118.73;100.32;-3503.66
6;174.38;-969.56;-320.3;-1951.8
7;-425.62;-3.82;999.31;5373.02
8;-680.51;-514.14;500.84;4890.04
9;-858.94;-761.44;153.19;4563.34
10;714.33;651.82;705.81;-1004.18
11;-883.46;838.28;133.45;4692.97
12;-936.46;814.84;118.83;4894.81
13;57.78;717.28;-122.67;-652.2
14;248.54;-159.91;-138.18;-1654.58
15;-728.41;-611.32;184.53;4054.12
16;250.9;-992.41;-768.65;-3820.02
17;328.59;-172.31;-50.67;-1743.59
18;-982.2;972.12;141.99;5198.22
19;-140.87;294.77;-931.64;-2437.29
20;493.83;-106.68;-461.14;-3901.16
21;-816.25;-275.9;760.37;6417.64
22;-263.92;-87.04;720.66;3664.84
23;290.15;-17.05;352.73;-201.01
24;740.39;724.29;428.01;-2055.25
25;-500.9;129.01;426.05;3817.12
26;-328.89;700.74;632.48;3717.93
27;-1.16;-534.56;373.01;1226.59
28;276.95;-682.44;515.61;373.42
29;-390.91;422.55;84.69;2165.79
30;431.22;545.06;-489.32;-3666.2
31;-797.03;54.54;-726.97;1360.72
32;-225.9;-138.27;133.25;1514.01
33;912.95;222.42;566.04;-2438.97
34;-846.82;-825.62;-405.5;2630.38
35;573.57;392.02;-376.61;-3972.78
36;-239.17;-997.07;999.67;4436.16
37;416.08;5.65;777.71;623.96
38;655.77;840.05;-311.88;-4125.09
39;868.51;838.59;-663.17;-6315.58
40;918.98;788.41;248.6;-3502.77
41;451.98;483.91;616.76;-62.07
42;-412.17;-69;-94.36;1640.9
43;-957.93;-468.11;-269.69;3630.66
44;-650.42;-863.4;-91.12;2746.43
45;777.62;-194.49;358.07;-2512.33
46;-377.12;-256.89;-526.45;17.41
47;361.31;-270.34;-740.18;-4214.59
48;720.68;-452.33;408.52;-2085.55
49;-846.61;-464.35;-934.9;873.42
50;-326.4;-501.81;223.76;2276.1
51;-593.42;-734.52;-391.02;1476.66
52;-216.21;-966.59;-705.16;-1382.05
53;-181.54;237.13;339.93;2013.64
54;-227.2;-246.17;-213.88;351.47
55;18.37;384.52;798.24;2605.03
56;436.72;-735.85;-24.35;-2198.35
57;-11.63;-153.02;-904.47;-2983.25
58;67.45;146.81;963.69;2913.5
59;306.27;-873.84;-229.43;-2271.09
60;478.49;-617.4;-532.29;-4093.08
61;-440.04;785.84;-794.28;-528.22
62;-983.17;-639.17;-328.78;3545.56
63;531.26;-618.04;595.72;-565.35
64;985.43;-17.13;-713.46;-7082.14
65;-164.09;365.23;113.08;1177.29
66;-230.91;585.35;433.33;2579.32
67;-587.04;807.74;-495.16;1174.94
68;-107.31;489.35;-111.16;161.88
69;914.82;-163.82;-869.94;-7278.04
70;-440.84;-566.96;-699.22;-274.06
71;-886.77;888.02;626.35;6363.46
72;50.65;-779.82;873.12;2644.07
73;69.34;-556.48;-520.4;-2102.26
74;753.67;546.25;475.28;-1969.25
75;-768.48;529.87;-941.7;528.47
76;-534.16;-618.17;-108.64;2145.94
77;278.82;-910.56;-188.35;-2004.67
78;194.77;-643.49;-339.27;-2097.76
79;497.04;28.07;118.6;-1968.2
80;-19.96;467.03;266.1;1008.18
81;659.38;190.56;84.09;-2848.85
82;-643.73;-767.82;103.33;3370.06
83;335.39;-683.27;266.18;-739.67
84;835.96;359.18;-389.09;-5265.93
85;-133.19;770.57;629.8;2781.43
86;-673.04;-534.77;-264.29;2290.33
87;605.01;220.44;6.61;-2847.77
88;-725.29;151.98;374.2;4712.02
89;248.69;-592.03;783.62;1409.82
90;-718.46;-207.35;425.1;4832.68
91;-639.72;118.65;774.47;5644.49
92;-611.68;-934.53;-150.63;2359.29
93;539.17;-619.57;-731.46;-5047.84
94;-770.15;-336.35;221.84;4390.98
95;-978.04;986.22;915.75;7771.66
96;-487.63;177.99;719.24;4737.93
97;-722.73;149.87;399.75;4786.02
98;-567.34;28.01;-38.63;2571.17
99;576.7;288.29;-415.52;-4123.51
100;207.81;-20.55;-752.31;-3511.23
