id;X1;X2;X3;Y
1;-916.53;231.44;-891.24;-5596.77
2;758.62;129.76;399.99;2949.86
3;-507.12;1.89;-955.05;-5167.74
4;309.48;-139.55;-141.03;-117.39
5;583.41;669.12;-786.26;-2981.18
6;-619.27;-948.59;57.62;-313.35
7;234.84;-920.85;164.84;1484.25
8;-823;-867.28;-654.24;-3927.15
9;967.59;43.88;-506.22;-854.06
10;-181.36;-127.31;199.13;683.21
11;-249.42;-228.59;-885.46;-4360.07
12;-65.43;936.68;458.27;1625.79
13;547.14;-570.59;728.19;4410.7
14;-8.66;982.77;-0.27;-409.5
15;-896.13;273.94;561.84;1086.31
16;-150.55;-48.67;-770.8;-3754.4
17;-238.56;-781.25;469.24;2096.95
18;-976.35;324.32;-768.67;-5164.96
19;-254.96;542.67;838.43;3236.29
20;-530.44;988.32;-752.49;-4669.7
21;875.13;558.53;603.16;3890.93
22;-693.62;822.97;-694.91;-4590.71
23;911.7;-836.36;-790;-1889.74
24;-1.51;-646.69;486.68;2486.55
25;-567.82;-474.06;647.76;2285.44
26;408.93;-880.36;-462.12;-1142.2
27;620.27;-897.11;-73.1;976.17
28;-442.11;-682.66;296.86;950.6
29;-527.39;421.75;-56.58;-1244.08
30;397.09;494.95;-26.5;289.98
31;646.89;-498.64;-422.76;-747.99
32;-540.69;-231.38;-835.63;-4579.11
33;939.54;-554.51;9.41;1709.23
34;996.75;860.47;303.91;2582.93
35;-295.81;-356.02;238.02;776.67
36;-920.97;-843.06;885.24;2978.36
37;482.81;618.26;990.34;5038.35
38;-417.98;962.46;481.42;1178.37
39;49.88;-842.98;-14.52;344.28
40;-375.93;486.76;-293.23;-2121.78
41;-905.86;-72.91;-108.11;-1865.31
42;898.19;55.39;595.63;4091.97
43;106.16;982.14;-593.6;-2957.3
44;319.07;318.78;-706.93;-2884.54
45;542.18;215.65;-343.9;-832.32
46;655.04;698.94;907.22;4890.94
47;528.84;799.02;689.8;3657.72
48;-920.87;787.85;214.02;-753.67
49;696.01;-142.59;-412.83;-768.89
50;866.9;-456.59;17.24;1592.64
51;980.54;455.04;205.79;2269.55
52;-385.92;-131.46;-776.83;-4110.09
53;-207.25;862.7;-768.13;-4191.96
54;526.63;-371.96;-61.35;675.59
55;164.37;-565.71;850.06;4378.29
56;735.21;-243.11;-90.68;810.69
57;4.54;-917.9;844.63;4247.81
58;-471.46;882.15;449.71;983.14
59;109.64;206.9;-637.94;-2844.35
60;-706.11;952.8;-306.61;-2878.91
61;-137.52;88.45;995.74;4320.2
62;390.19;899.67;-465.62;-1899.98
63;-180.72;529.2;-158.03;-1218
64;-376.27;-654.89;-384.68;-2086.31
65;-109.81;-964.38;-725.19;-3115.21
66;438.33;-215.31;-521.29;-1633.87
67;756.39;-123.37;156.51;1929.67
68;-747.97;823.42;-853.73;-5402.56
69;-65.85;675.12;470.99;1787.84
70;-243.59;908.83;100.43;-280.5
71;321.78;432.33;-140.27;-323.69
72;392.34;-393.35;87.89;1161.98
73;785.78;-679.45;920.94;5705.89
74;915.61;-736.03;-447.42;-351.91
75;928.79;-658.95;-790.71;-1938.08
76;363.9;502.47;301.06;1737.89
77;-829.21;-468.88;836.56;2747.12
78;229.96;-208.13;-185.71;-417.55
79;381.29;-961.43;-152.44;269.07
80;380.99;-3.11;559.42;3152.62
81;161.91;722.54;-225.13;-1075.85
82;-455.68;923.73;-945.16;-5412.08
83;576;544.03;-556.18;-1885.45
84;193.49;-876.66;430.3;2622.19
85;375.01;585.26;636.25;3260.79
86;-945.75;-882.9;-704.31;-4339.18
87;-714.17;-185.92;305.72;375.46
88;913.37;977.68;93.46;1441.65
89;441.63;-563.1;-603.24;-1866.94
90;915.61;-719.31;267.71;2923.86
91;-119.24;-687.2;429.04;2056.64
92;-76.33;-35.79;253.47;1057.1
93;-235.13;-533.15;5.8;-124.34
94;-368.8;561.62;-126.93;-1377.53
95;66.73;-686.77;-134.57;-243.84
96;-335.19;-299.49;171.52;388.44
97;-815.78;395.79;371.51;288.08
98;-449.98;628.3;-914.73;-5144.93
99;-125.38;978.51;827.96;3212.15
100;583.71;-176.43;855.41;4891.62
