id;X1;X2;X3;Y
1;699.3;866.4;-641.04;2857.72
2;-322.95;-152.85;209.69;-249.31
3;167.79;-294.18;253.79;-2115.47
4;-741.07;-383.3;166.07;182.46
5;545.13;-510.42;669.47;-4959.76
6;867.82;-344.15;-700.7;-1469.15
7;-809.25;403.58;-621.05;5158.66
8;207.51;319.61;-177.36;1024.59
9;-546.03;-839.58;-661.71;424.74
10;502.02;-614.83;-910.89;-851.86
11;-827.67;862;-301.85;5864.53
12;-895.32;-312.32;-513.5;2688.85
13;350.5;460.84;-364.01;1640.34
14;481.91;270.63;540.76;-1825.69
15;-237.79;-601.4;-850.69;944.06
16;636.52;-615.42;-550.04;-2193.75
17;801.1;-379.63;424.97;-4511.65
18;447.08;1.47;-413.32;-12.84
19;171.41;791.18;56.66;2054.05
20;-160.06;702.72;-865.43;5152.38
21;198.99;-549.42;-283.69;-1572.26
22;153.43;-637.24;917.81;-5051.92
23;650.09;-14.77;479.96;-3049.12
24;737.62;77.35;-167.47;-1187.47
25;-459.79;-229.95;804.48;-1787.58
26;861.83;488.28;-953.46;2029.34
27;916.08;-628.72;895.19;-6936.86
28;-693.78;635.6;657.96;2120.24
29;115.46;-869.74;342.56;-4150.94
30;941.37;282.65;573.63;-3066.4
31;951.81;-154.17;-853.01;-632.59
32;832.49;-974.1;958.83;-8053.09
33;778.61;705.27;-31.29;436.32
34;-159.43;-530.98;488.1;-2705.51
35;668.22;-185.89;408.66;-3474.17
36;858.87;304.42;-662.54;620.97
37;477.5;54.11;-825.41;1217.02
38;497.85;749;-87.51;1463.41
39;-463.89;-268.56;-563.11;1853.74
40;-640.45;331.6;629.39;1042.77
41;-933.67;-567.09;874.57;-1882.88
42;247.63;443.35;931.84;-1714.59
43;-229.58;-503.16;-688.77;806.81
44;63.48;-914.87;660.85;-5043.38
45;-940.83;394.69;-371.66;4784.73
46;616.94;521.11;-879.39;2569.62
47;73.93;819.92;983.28;-144.83
48;-346.48;-397.68;-560.66;1110.27
49;-168.12;-40.87;738.08;-1727.44
50;246.47;793.94;-996.1;4764.16
51;-20.81;393.19;-330.87;2285.06
52;-77.16;48.85;-904.44;2853.45
53;-825.67;-877.71;-116.11;-478.92
54;351.04;27.44;226.18;-1435.94
55;128.84;658.82;781.41;-271.71
56;745.37;-751.54;207.08;-5014.25
57;-637.06;105.03;-178.23;2495.91
58;-721.71;-339.5;46.54;607.32
59;-412.23;813.5;66.45;3613.92
60;645.79;-76.84;425.22;-3095.78
61;201.23;-606.44;89.79;-2795.38
62;-281.07;480.06;311.82;1483.5
63;-545.74;-682.98;-576.98;715.24
64;62.88;-618.55;-678.13;-366.53
65;-715.23;-885.14;413;-2245.52
66;-506.87;-351.02;-750.17;2202.83
67;698.46;-186.27;-528.38;-976
68;196.81;719.5;709.34;-47.45
69;-82.43;568.2;639.08;363.39
70;-172;116.36;-993.85;3571.85
71;-993.2;968.51;-622;7531.02
72;522.46;598.82;945.3;-1942.85
73;-748.84;808.67;-153.8;5075.15
74;-834.83;-323.52;952.78;-1538.24
75;593.67;-216.79;-193.78;-1726.75
76;66.57;-145.48;540.08;-2141.79
77;-577.26;679.15;-847.72;6103.95
78;368.67;-269.11;308.11;-2700.11
79;753.51;57.9;453.59;-3001.09
80;-225.52;-384.84;66.78;-885.53
81;281.64;-961.2;471.66;-5242.66
82;368.42;741.23;632.45;-205.73
83;797.2;-410.32;-154.22;-3011.86
84;489.73;-265;-448.42;-919.36
85;-752.9;-981.92;-123.63;-996.25
86;408.81;858.6;460.35;554.58
87;-563.2;717.7;-169.43;4333.3
88;390.12;751.56;-978.74;4202.67
89;112.13;-560.72;-398.06;-1070.35
90;-530.84;90.53;478.26;365.79
91;-671.54;-552.33;-166.04;348.56
92;-950.25;-282.04;807.61;-700.16
93;-527.05;728.92;573.95;2232.64
94;597.98;913.07;-693.84;3421.07
95;217.82;-91.2;-459.68;398.03
96;666.71;706.94;-236.22;1294.83
97;-447.21;-902.01;987.6;-4575.39
98;438.34;-569.81;-521.43;-1606.67
99;187.03;-858.74;198.69;-3903.62
100;917.97;470.37;943.56;-3393.28
